          Origin time           Lat      Lon     Dp  Mag
1992 (198) 07 16 00 00 41.1   39.354   143.225   31  5.6 1992198000041
1992 (199) 07 17 04 11 39.8   44.825   150.168   45  5.7 1992199041139
1992 (200) 07 18 08 36 58.7   39.419   143.330   28  6.2 1992200083658
1992 (200) 07 18 08 39 05.7   39.675   143.027   34  6.1 1992200083905
1992 (200) 07 18 10 20 11.9   39.436   143.026   26  6.1 1992200102011
1992 (200) 07 18 10 59 39.8   39.454   143.199   27  5.5 1992200105939
1992 (200) 07 18 11 48 20.9   39.161   143.178   32  5.5 1992200114820
1992 (200) 07 18 12 02 40.6   39.164   143.124   25  5.5 1992200120240
1992 (200) 07 18 13 56 54.4   39.480   142.956   27  5.8 1992200135654
1992 (200) 07 18 21 18 57.4   39.324   143.011   36  5.6 1992200211857
1992 (202) 07 20 07 46 46.7   78.562     5.523   10  5.7 1992202074646
1992 (207) 07 25 02 53 28.3   38.731   143.012   17  5.9 1992207025328
1992 (211) 07 29 04 30 47.7   39.495   143.501   15  5.9 1992211043047
1992 (215) 08 02 05 50 11.6   -0.883   127.582   18  5.8 1992215055011
1992 (215) 08 02 12 03 20.3   -7.126   121.748  485  6.2 1992215120320
1992 (218) 08 05 02 09 41.3   -5.586   102.810   36  5.6 1992218020941
1992 (218) 08 05 19 33 00.7   -3.086   101.795   76  5.4 1992218193300
1992 (219) 08 06 21 29 18.0   24.667   122.282   18  5.2 1992219212918
1992 (222) 08 09 19 49 44.1    4.005   126.360   73  6.1 1992222194944
1992 (224) 08 11 00 01 30.2   -0.123   125.186   59  5.5 1992224000130
1992 (224) 08 11 15 14 55.1   32.536   141.641   15  5.8 1992224151455
1992 (225) 08 12 06 36 12.0   32.755   141.698   33  5.5 1992225063612
1992 (226) 08 13 20 43 00.2   -6.103   148.875   44  5.8 1992226204300
1992 (229) 08 16 10 23 28.4   -5.368   146.669  215  6.0 1992229102328
1992 (232) 08 19 00 57 40.2   50.502  -174.922    9  6.2 1992232005740
1992 (237) 08 24 06 59 39.9   41.977   140.660  120  6.2 1992237065939
1992 (242) 08 29 19 19 05.5   33.190   137.975  289  6.0 1992242191905
1992 (245) 09 01 16 41 13.3   23.749   121.685   54  6.0 1992245164113
1992 (246) 09 02 05 50 01.8   -6.046   112.138  624  5.9 1992246055001
1992 (250) 09 06 23 46 12.0   -7.072   105.482   33  5.0 1992250234612
1992 (253) 09 09 13 08 54.8   76.208     7.286   24  5.7 1992253130854
1992 (255) 09 11 03 57 26.5   -6.087    26.651   10  6.7 1992255035726
1992 (257) 09 13 03 39 15.7   -6.607   105.847   84  5.1 1992257033915
1992 (258) 09 14 13 16 28.9   21.389   117.771   16  5.3 1992258131628
1992 (267) 09 23 13 38 35.2   31.129   130.229  160  5.7 1992267133835
1992 (270) 09 26 22 15 57.5    1.289   129.118   27  5.9 1992270221557
1992 (271) 09 27 10 04 40.1    1.269   129.244   28  5.4 1992271100440
1992 (271) 09 27 10 09 14.4    1.268   129.313   30  5.6 1992271100914
1992 (272) 09 28 14 06 02.6   24.121   122.648   29  5.8 1992272140602
1992 (274) 09 30 03 27 59.1   51.410  -178.630   26  5.9 1992274032759
1992 (274) 09 30 05 34 00.2   51.281  -178.037   33  6.1 1992274053400
1992 (274) 09 30 09 42 50.9   51.148  -178.175   13  5.8 1992274094250
1992 (275) 10 01 05 02 34.1   51.123  -177.997   14  5.9 1992275050234
1992 (280) 10 06 10 28 22.9   -5.425   151.175   49  5.8 1992280102822
1992 (282) 10 08 16 34 53.2   51.147  -177.872   21  5.6 1992282163453
1992 (292) 10 18 13 08 54.7   -6.279   130.214  118  5.8 1992292130854
1992 (292) 10 18 17 42 51.4   -6.740   105.602   37  5.8 1992292174251
1992 (294) 10 20 04 40 01.7   55.520   166.303   27  5.7 1992294044001
1992 (295) 10 21 12 11 13.8   -6.870   144.174   19  5.9 1992295121113
1992 (297) 10 23 13 04 40.7   -5.352   152.616   30  5.8 1992297130440
1992 (297) 10 23 16 06 17.5   -5.903   104.934   87  5.1 1992297160617
1992 (297) 10 23 23 19 45.2   42.589    45.104   16  6.1 1992297231945
1992 (299) 10 25 14 37 31.7   -5.830   106.780  104  5.3 1992299143731
1992 (299) 10 25 15 00 07.1   -5.910   103.712   55  5.2 1992299150007
1992 (303) 10 29 07 29 57.6    6.834   124.006   33  5.8 1992303072957
1992 (304) 10 30 02 49 48.1   29.941   138.975  393  6.0 1992304024948
1992 (304) 10 30 16 53 52.5   -7.878   107.050   64  5.1 1992304165352
1992 (305) 10 31 14 34 22.4   -2.321   141.262    5  5.9 1992305143422
1992 (305) 10 31 14 46 27.0   -2.298   141.256   28  5.8 1992305144627
1992 (305) 10 31 18 23 19.3  -17.544    65.421   10  5.1 1992305182319
1992 (310) 11 05 19 53 22.9   -5.263   152.575   19  5.9 1992310195322
1992 (311) 11 06 19 08 09.2   38.160    26.998   17  5.7 1992311190809
1992 (316) 11 11 21 26 14.0   51.203  -179.238   33  5.8 1992316212614
1992 (322) 11 17 06 46 39.9   -5.822   130.616   33  5.9 1992322064639
1992 (323) 11 18 21 10 41.4   38.307    22.452   14  5.9 1992323211041
1992 (323) 11 18 21 26 13.0   -7.268   106.193   48  5.3 1992323212613
1992 (326) 11 21 05 07 21.7   35.916    22.491   65  5.9 1992326050721
1992 (329) 11 24 23 43 03.2   -0.085   122.828  199  5.5 1992329234303
1992 (330) 11 25 06 02 25.3   -4.068   102.160   58  5.9 1992330060225
1992 (341) 12 06 22 23 17.1   -4.842   103.312  102  5.1 1992341222317
1992 (342) 12 07 02 11 42.3   43.949   147.145   45  5.8 1992342021142
1992 (347) 12 12 05 29 26.3   -8.480   121.896   27  6.5 1992347052926
1992 (347) 12 12 05 43 47.3   -8.520   122.002   20  5.7 1992347054347
1992 (347) 12 12 06 38 29.4   -8.517   121.928   20  6.1 1992347063829
1992 (349) 12 14 19 57 49.4   -8.205   107.169   33  5.0 1992349195749
1992 (352) 12 17 18 56 57.3   -8.270   121.630   22  5.6 1992352185657
1992 (353) 12 18 03 14 04.2   -6.487   147.144   29  6.0 1992353031404
1992 (354) 12 19 12 14 22.0   51.906   158.411   53  6.1 1992354121422
1992 (354) 12 19 21 57 21.5    0.023   123.620  126  5.5 1992354215721
1992 (355) 12 20 20 52 47.2   -6.582   130.393   77  6.6 1992355205247
1992 (357) 12 22 04 54 16.6   -6.648   130.550   67  5.9 1992357045416
1992 (358) 12 23 03 00 44.9   -6.541   130.417  101  6.1 1992358030044
1992 (359) 12 24 00 03 33.3    2.549   126.581   96  5.6 1992359000333
1992 (362) 12 27 16 21 17.1   38.857   142.320   28  5.6 1992362162117
1992 (362) 12 27 21 49 04.4   -6.087   113.050  600  5.9 1992362214904
1992 (365) 12 30 04 30 13.1  -20.243    68.074   16  5.3 1992365043013
1993 (003) 01 03 17 08 13.8   -4.064   129.511   53  5.8 1993003170813
1993 (004) 01 04 01 26 17.9    3.266   128.093   72  5.9 1993004012617
1993 (004) 01 04 10 03 04.4   -4.047   102.447   84  5.2 1993004100304
1993 (013) 01 13 18 50 42.5  -50.791   139.505    9  5.9 1993013185042
1993 (015) 01 15 11 06 01.9   42.982   144.165  112  6.1 1993015110601
1993 (015) 01 15 11 06 05.9   43.300   143.691  102  6.9 1993015110605
1993 (019) 01 19 14 39 26.1   38.649   133.465  448  6.0 1993019143926
1993 (019) 01 19 15 17 16.9   -2.077   125.196   34  5.6 1993019151716
1993 (020) 01 20 17 31 15.5   -7.205   128.565   33  6.2 1993020173115
1993 (025) 01 25 05 59 31.8  -53.310    73.189   10  5.7 1993025055931
1993 (036) 02 05 07 15 21.1   12.573   141.882   27  5.7 1993036071521
1993 (038) 02 07 13 27 42.0   37.634   137.245   10  6.3 1993038132742
1993 (039) 02 08 04 24 47.2   -4.834   101.916   29  5.9 1993039042447
1993 (041) 02 10 10 53 07.2   -7.745   105.262   32  5.7 1993041105307
1993 (060) 03 01 01 39 27.8   -3.744   138.536   88  6.1 1993060013927
1993 (061) 03 02 10 17 45.0   -8.935   105.660   33  5.1 1993061101745
1993 (065) 03 06 03 05 49.8  -10.972   164.181   20  6.1 1993065030549
1993 (065) 03 06 05 50 02.7  -11.025   163.921   27  5.6 1993065055002
1993 (065) 03 06 16 26 56.9  -11.062   163.386   25  5.7 1993065162656
1993 (071) 03 12 04 24 19.3   19.576    38.743   10  5.1 1993071042419
1993 (072) 03 13 13 59 59.1   19.400    38.778   10  4.9 1993072135959
1993 (072) 03 13 17 12 26.1   19.626    38.799   10  5.7 1993072171226
1993 (074) 03 15 01 38 13.3   19.491    38.738   10  5.0 1993074013813
1993 (074) 03 15 04 15 35.5   -7.292   106.796   73  5.1 1993074041535
1993 (075) 03 16 22 59 45.8   11.625    41.987   16  5.6 1993075225945
1993 (077) 03 18 15 47 00.4   38.340    22.155   59  5.7 1993077154700
1993 (079) 03 20 06 05 02.9   19.567    38.814   10  4.7 1993079060502
1993 (082) 03 23 00 59 32.7   19.590    38.693   10  5.2 1993082005932
1993 (084) 03 25 07 08 18.9   41.800   143.467   33  5.8 1993084070818
1993 (088) 03 29 03 50 53.1   13.387   120.484   58  5.6 1993088035053
1993 (099) 04 09 11 35 38.1   14.937   120.510   33  5.6 1993099113538
1993 (109) 04 19 21 01 48.9    4.014   128.203   23  6.1 1993109210148
1993 (112) 04 22 01 05 37.8   -4.094   102.313   70  5.7 1993112010537
1993 (131) 05 11 18 26 51.3    7.219   126.570   58  6.1 1993131182651
1993 (135) 05 15 21 52 25.3   51.374  -178.669   32  6.2 1993135215225
1993 (137) 05 17 16 02 53.1   -5.343   151.985   17  5.7 1993137160253
1993 (137) 05 17 16 14 20.6   -5.250   152.083   23  5.2 1993137161420
1993 (138) 05 18 10 19 33.7   19.914   122.450  168  6.4 1993138101933
1993 (139) 05 19 12 03 28.3   -8.347   121.992   39  5.8 1993139120328
1993 (140) 05 20 11 08 11.2   -0.023   124.793   29  5.9 1993140110811
1993 (147) 05 27 11 42 59.1   -3.301   100.838   58  5.1 1993147114259
1993 (150) 05 30 16 32 27.4   -5.423   150.514  101  5.7 1993150163227
1993 (150) 05 30 17 08 53.9    1.546   127.207   80  6.0 1993150170853
1993 (150) 05 30 22 34 03.8   -0.621   124.208   74  5.6 1993150223403
1993 (155) 06 04 10 49 33.6    3.734   128.496   20  5.9 1993155104933
1993 (157) 06 06 13 23 20.8   15.823   146.595   13  6.0 1993157132320
1993 (159) 06 08 13 03 36.4   51.218   157.829   70  6.4 1993159130336
1993 (163) 06 12 05 45 21.2  -11.140   162.937   14  5.5 1993163054521
1993 (163) 06 12 07 01 59.8   -5.609   148.095  156  5.7 1993163070159
1993 (163) 06 12 18 26 42.2   -4.375   135.118    9  5.8 1993163182642
1993 (163) 06 12 20 33 25.6   51.259   157.692   44  5.9 1993163203325
1993 (180) 06 29 03 46 10.0  -11.026   118.385   39  5.5 1993180034610
1993 (183) 07 02 20 49 09.0   -4.078   102.602   92  5.4 1993183204909
1993 (188) 07 07 20 53 24.9   13.693   123.674   40  5.1 1993188205324
1993 (193) 07 12 13 17 11.9   42.851   139.197   16  6.6 1993193131711
1993 (193) 07 12 14 45 05.5   43.124   139.183   33  6.0 1993193144505
1993 (193) 07 12 16 01 07.1   42.825   139.288   28  6.0 1993193160107
1993 (198) 07 17 17 17 30.0    2.036   126.678   63  5.6 1993198171730
1993 (205) 07 24 02 01 56.7    5.070   127.714  116  5.7 1993205020156
1993 (209) 07 28 18 07 48.2   -5.573   154.132   25  5.6 1993209180748
1993 (210) 07 29 02 43 03.8   13.694   119.951   62  5.0 1993210024303
1993 (215) 08 03 12 43 05.3   28.729    34.553   10  5.9 1993215124305
1993 (219) 08 07 00 00 37.0   26.585   125.612  155  6.0 1993219000037
1993 (219) 08 07 19 42 41.9   41.985   139.839   13  6.2 1993219194241
1993 (220) 08 08 08 34 24.9   12.982   144.801   59  7.1 1993220083424
1993 (220) 08 08 20 03 14.9   13.483   145.657   56  5.3 1993220200314
1993 (223) 08 11 14 17 37.7   13.178   145.651   21  5.9 1993223141737
1993 (228) 08 16 04 33 48.4   12.966   144.972   18  5.6 1993228043348
1993 (231) 08 19 15 21 38.2    7.197   126.807   31  5.4 1993231152138
1993 (232) 08 20 05 06 53.8   -5.997   142.743   14  6.0 1993232050653
1993 (238) 08 26 03 32 42.3   -5.480   154.193  137  5.8 1993238033242
1993 (241) 08 29 09 57 54.9   -7.005   129.560  146  5.8 1993241095754
1993 (243) 08 31 06 55 32.4   41.878    49.466   84  5.3 1993243065532
1993 (244) 09 01 00 41 23.3   31.712   141.611   45  5.4 1993244004123
1993 (244) 09 01 04 21 55.8   20.168   120.407   29  5.2 1993244042155
1993 (244) 09 01 11 48 38.4   -4.331   102.567   71  5.8 1993244114838
1993 (247) 09 04 21 39 33.8   -9.571   122.528   32  5.8 1993247213933
1993 (249) 09 06 03 56 00.1   -4.641   153.231   49  6.2 1993249035600
1993 (254) 09 11 04 55 33.4   42.003   142.581   58  5.7 1993254045533
1993 (263) 09 20 23 04 12.6   -5.225   102.829   39  5.5 1993263230412
1993 (264) 09 21 19 11 35.9   11.478    39.638   15  5.4 1993264191135
1993 (265) 09 22 12 37 03.5   -6.470   154.901   27  6.1 1993265123703
1993 (269) 09 26 03 31 14.6    9.997   138.222   10  6.1 1993269033114
1993 (269) 09 26 11 55 52.0   13.009   145.016   63  5.8 1993269115552
1993 (272) 09 29 11 16 03.5    0.494   121.528   96  6.1 1993272111603
1993 (272) 09 29 19 03 05.7   -6.030   149.348   49  5.7 1993272190305
1993 (275) 10 02 16 02 00.7   -3.444   148.805   36  5.2 1993275160200
1993 (278) 10 05 05 09 45.7   -6.130   128.965   13  5.9 1993278050945
1993 (284) 10 11 15 54 21.2   32.020   137.832  350  6.4 1993284155421
1993 (286) 10 13 02 06 00.3   -5.889   146.020   25  6.4 1993286020600
1993 (286) 10 13 03 07 30.9   -5.932   146.153   33  6.1 1993286030730
1993 (286) 10 13 05 50 42.5   -6.013   146.061   33  5.7 1993286055042
1993 (286) 10 13 07 08 36.0   -8.438   106.817   33  5.1 1993286070836
1993 (287) 10 14 12 02 35.5  -50.436   139.904   10  5.4 1993287120235
1993 (289) 10 16 03 05 30.3   -5.898   146.202   27  6.2 1993289030530
1993 (298) 10 25 10 27 04.5   -5.909   145.990   30  6.3 1993298102704
1993 (298) 10 25 11 59 48.0   -5.858   146.016   26  5.6 1993298115948
1993 (305) 11 01 17 19 25.2  -10.065   161.210  117  5.8 1993305171925
1993 (309) 11 05 07 02 06.1   -7.033   106.101   74  5.4 1993309070206
1993 (309) 11 05 22 37 20.1   -3.188   148.339   14  5.7 1993309223720
1993 (317) 11 13 01 18 04.1   51.934   158.647   34  6.5 1993317011804
1993 (318) 11 14 19 49 31.6   -5.938   104.188   86  5.1 1993318194931
1993 (321) 11 17 02 42 29.6    1.577   124.033  239  5.6 1993321024229
1993 (330) 11 26 23 20 04.1   -9.597   158.148   17  5.9 1993330232004
1993 (331) 11 27 06 11 22.6   38.625   141.164  104  5.9 1993331061122
1993 (332) 11 28 10 50 27.1   -5.599   110.267  569  5.6 1993332105027
1993 (333) 11 29 20 28 43.9   10.294   126.477   38  5.5 1993333202843
1993 (340) 12 06 10 42 03.7   -6.360   154.916   48  5.6 1993340104203
1993 (341) 12 07 16 27 25.5    0.730   122.702   77  5.6 1993341162725
1993 (343) 12 09 04 32 19.5    0.486   125.995   14  6.5 1993343043219
1993 (343) 12 09 11 38 27.9    0.425   125.891   15  6.3 1993343113827
1993 (344) 12 10 08 59 35.8   20.912   121.282   12  5.8 1993344085935
1993 (346) 12 12 17 03 19.3    0.317   125.939   23  5.8 1993346170319
1993 (346) 12 12 18 26 28.6    0.344   125.925   33  5.6 1993346182628
1993 (349) 12 15 21 49 42.2   23.184   120.574   17  5.5 1993349214942
1993 (350) 12 16 20 11 21.9   53.804   171.382    9  5.8 1993350201121
1993 (353) 12 19 10 31 28.6    5.746   127.004   43  5.5 1993353103128
1993 (354) 12 20 13 56 14.8   -6.876   131.340    7  6.4 1993354135614
1993 (359) 12 25 14 07 13.8   -5.767   104.186   76  5.1 1993359140713
1993 (362) 12 28 03 29 43.6   12.519   125.267   39  5.6 1993362032943
1994 (004) 01 04 19 31 59.8   -4.301   135.145   11  5.8 1994004193159
1994 (005) 01 05 13 24 09.9   39.085    15.145  272  5.7 1994005132409
1994 (009) 01 09 21 29 01.8   48.482   154.491   65  5.9 1994009212901
1994 (015) 01 15 07 42 24.5    1.979   126.845   27  5.6 1994015074224
1994 (019) 01 19 01 53 34.8   -3.176   135.970   23  6.1 1994019015334
1994 (021) 01 21 02 24 29.9    1.015   127.733   19  6.2 1994021022429
1994 (021) 01 21 18 00 17.6   -4.859   103.664   89  6.1 1994021180017
1994 (027) 01 27 09 27 53.3   -4.335   102.693   83  5.0 1994027092753
1994 (036) 02 05 23 34 09.9    0.593    30.037   14  5.8 1994036233409
1994 (036) 02 05 23 49 13.7   51.808  -170.145   33  5.1 1994036234913
1994 (046) 02 15 17 07 43.7   -4.967   104.302   23  5.9 1994046170743
1994 (049) 02 18 04 19 07.5  -45.330    96.232   10  5.6 1994049041907
1994 (051) 02 20 01 54 35.7    2.059   126.475   28  5.6 1994051015435
1994 (051) 02 20 21 48 12.5   13.691   120.787  206  5.6 1994051214812
1994 (055) 02 24 08 02 15.4   -4.807   103.195   61  5.3 1994055080215
1994 (072) 03 13 20 44 23.1   50.923    92.169   33  5.0 1994072204423
1994 (075) 03 16 00 02 36.1   -7.149   108.542   33  5.0 1994075000236
1994 (095) 04 05 09 35 44.8   51.296  -178.152   19  5.8 1994095093544
1994 (098) 04 08 01 10 40.8   40.608   143.683   13  6.0 1994098011040
1994 (100) 04 10 23 45 55.7   23.710   126.852   10  5.9 1994100234555
1994 (101) 04 11 11 20 21.4   11.735    42.859   15  5.6 1994101112021
1994 (103) 04 13 04 00 47.3   22.775   123.628    9  5.7 1994103040047
1994 (103) 04 13 22 22 29.8   -3.136   135.968   28  6.0 1994103222229
1994 (104) 04 14 03 28 26.5   -6.587   129.771  166  5.8 1994104032826
1994 (108) 04 18 17 29 54.1   -6.470   154.934   26  6.6 1994108172954
1994 (111) 04 21 03 51 44.5   -5.702   154.120   28  5.9 1994111035144
1994 (115) 04 25 22 21 51.5   -9.343   113.058   67  5.5 1994115222151
1994 (117) 04 27 14 11 45.1   13.074   119.545    9  5.8 1994117141145
1994 (120) 04 30 03 28 38.7   31.420   131.292   26  5.7 1994120032838
1994 (130) 05 10 04 06 08.6   20.999   120.322   32  5.5 1994130040608
1994 (130) 05 10 18 19 12.6   13.433   120.603   70  5.7 1994130181912
1994 (133) 05 13 20 12 27.8    7.972   123.189   33  5.6 1994133201227
1994 (135) 05 15 03 44 57.5  -48.993    73.666   10  5.8 1994135034457
1994 (138) 05 18 03 54 00.5   44.727   149.401   26  6.0 1994138035400
1994 (143) 05 23 05 36 01.6   24.166   122.535   19  5.7 1994143053601
1994 (143) 05 23 06 46 16.1   35.559    24.727   76  6.0 1994143064616
1994 (143) 05 23 15 16 57.1   24.065   122.560   25  6.0 1994143151657
1994 (144) 05 24 04 00 42.1   23.959   122.448   16  6.2 1994144040042
1994 (144) 05 24 05 48 13.8   23.903   122.543   37  5.3 1994144054813
1994 (144) 05 24 21 13 19.3   56.170   161.169   95  5.9 1994144211319
1994 (145) 05 25 04 03 41.2   -4.199   135.489   33  6.0 1994145040341
1994 (146) 05 26 08 26 52.4   35.305    -4.103    9  5.7 1994146082652
1994 (153) 06 02 18 17 34.0  -10.477   112.835   18  5.7 1994153181734
1994 (153) 06 02 19 45 18.6   -4.362   107.885   33  5.2 1994153194518
1994 (154) 06 03 21 06 59.8  -10.362   112.892   25  6.1 1994154210659
1994 (154) 06 03 21 21 09.5  -10.416   112.897   43  5.9 1994154212109
1994 (154) 06 03 23 02 00.5  -10.395   113.588   23  5.6 1994154230200
1994 (154) 06 03 23 42 31.0  -10.473   112.810   32  5.5 1994154234231
1994 (155) 06 04 00 57 50.6  -10.777   113.366   11  6.0 1994155005750
1994 (156) 06 05 01 09 30.1   24.511   121.905   11  6.1 1994156010930
1994 (156) 06 05 01 45 02.1  -10.349   113.398   25  5.8 1994156014502
1994 (156) 06 05 05 56 45.3  -10.717   113.492   33  5.6 1994156055645
1994 (156) 06 05 17 51 57.0  -10.645   112.654   39  5.6 1994156175157
1994 (157) 06 06 01 08 31.2  -10.812   113.324   34  5.5 1994157010831
1994 (157) 06 06 05 32 54.8  -10.587   112.618   20  5.5 1994157053254
1994 (157) 06 06 09 03 00.5   28.598   129.099   60  5.8 1994157090300
1994 (158) 06 07 18 31 42.0   -5.792   104.436   41  5.7 1994158183142
1994 (160) 06 09 16 22 22.0   13.259   124.281   75  5.8 1994160162222
1994 (160) 06 09 16 37 46.5  -10.143   113.623   33  5.8 1994160163746
1994 (164) 06 13 21 04 09.4  -10.285   113.491   23  5.7 1994164210409
1994 (164) 06 13 21 10 06.1  -10.233   113.569   33  5.4 1994164211006
1994 (164) 06 13 21 15 02.6   -5.472   151.841   17  5.8 1994164211502
1994 (166) 06 15 09 22 57.2  -10.335   113.660   19  6.0 1994166092257
1994 (166) 06 15 09 50 23.0  -10.149   113.686   28  5.5 1994166095023
1994 (166) 06 15 10 28 50.6  -10.168   113.749   28  5.7 1994166102850
1994 (167) 06 16 10 12 46.9   -7.391   128.125  108  6.0 1994167101246
1994 (182) 07 01 10 12 41.2   40.232    53.383   40  6.0 1994182101241
1994 (182) 07 01 19 50 04.3   40.219    53.391   44  5.6 1994182195004
1994 (183) 07 02 09 14 43.0   -5.763   131.103   87  5.9 1994183091443
1994 (186) 07 05 10 09 22.6   10.432   125.322   29  5.5 1994186100922
1994 (187) 07 06 09 13 10.1    5.983   125.929  151  5.7 1994187091310
1994 (193) 07 12 22 40 24.4   -6.199   105.445   33  5.0 1994193224024
1994 (194) 07 13 11 45 23.3   -7.532   127.770  158  6.5 1994194114523
1994 (197) 07 16 18 05 05.5   -4.619   125.615  442  5.8 1994197180505
